Datetime,High,Low,Close,%K,%D,%J,Signal,Cash,Shares,Total Value
2024-06-20 14:05:00-04:00,547.9400024414062,547.6500244140625,547.760009765625,84.82500438927272,68.82583921583881,116.82333473614054,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:10:00-04:00,547.8400268554688,547.3699951171875,547.5599975585938,85.29392154626143,74.31519999264634,107.2513646534916,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:15:00-04:00,547.9000244140625,547.5499877929688,547.77001953125,88.14302126377623,78.92447374968964,106.58011629194942,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:20:00-04:00,547.9299926757812,547.4550170898438,547.9199829101562,91.82073034058763,83.22322594665563,109.01573912845166,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:25:00-04:00,548.1400756835938,547.6199951171875,548.0549926757812,93.085294041526,86.51058197827908,106.23471816801981,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:30:00-04:00,548.1900024414062,547.77001953125,547.7763061523438,88.24515528471782,87.08877308042531,90.55791969330284,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:35:00-04:00,547.8099975585938,547.2100219726562,547.4385986328125,77.4301346388838,83.8692269332448,64.55195005016179,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:40:00-04:00,547.719970703125,547.27001953125,547.3900146484375,63.44820553007689,77.0622197988555,36.22017699251967,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:45:00-04:00,547.5999755859375,547.3300170898438,547.530029296875,53.18362348409377,69.10268769393491,21.345495064411494,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:50:00-04:00,547.5599975585938,547.1699829101562,547.3499755859375,41.337749946791725,59.847708444887175,4.317832950600831,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:55:00-04:00,547.6400146484375,547.1500244140625,547.1799926757812,28.519041467354665,49.40481945237634,-13.252514502688683,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 15:00:00-04:00,547.2999877929688,546.1599731445312,546.4500122070312,23.775171761960635,40.8616035555711,-10.397691825260296,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 15:05:00-04:00,546.760009765625,546.2000732421875,546.6699829101562,24.22453824018462,35.31591511710894,2.0417844863359846,1,0.0,18.26754802043489,9986.3201641416
2024-06-20 15:10:00-04:00,546.989990234375,546.5399780273438,546.9199829101562,28.629146960684317,33.08699239830074,19.71345608545147,0,0.0,18.26754802043489,9990.887051146708
2024-06-20 15:15:00-04:00,546.907470703125,546.469970703125,546.510009765625,26.157440234153036,30.77714167691817,16.918037348622775,0,0.0,18.26754802043489,9983.397847041895
2024-06-20 15:20:00-04:00,546.6400146484375,545.77001953125,546.0399780273438,22.053084190992053,27.869122514942795,10.421007543090568,0,0.0,18.26754802043489,9974.811519691715
2024-06-20 15:25:00-04:00,547.1898803710938,546.0399780273438,547.1500244140625,39.30113787765986,31.67979430251515,54.54382502794928,0,0.0,18.26754802043489,9995.08934536601
2024-06-20 15:30:00-04:00,547.530029296875,546.72998046875,547.469970703125,56.502997634652885,39.95419541322772,89.6006020775032,0,0.0,18.26754802043489,10000.93397956542
2024-06-20 15:35:00-04:00,547.5399780273438,546.5800170898438,546.8049926757812,56.11743241574722,45.341941080734216,77.66841508577323,0,0.0,18.26754802043489,9988.786461518383
2024-06-20 15:40:00-04:00,547.280029296875,546.7899780273438,547.1849975585938,64.05966694539475,51.58118303562106,89.01663476494214,0,0.0,18.26754802043489,9995.72821896316
2024-06-20 15:45:00-04:00,547.5399780273438,546.97998046875,547.0150146484375,66.15323015160297,56.438532074281696,85.58262630624552,-1,9992.623047989227,0.0,9992.623047989227
2024-06-20 15:50:00-04:00,547.760009765625,546.75,547.7100219726562,76.59816619357264,63.15841011404534,103.47767835262724,0,9992.623047989227,0.0,9992.623047989227
2024-06-20 15:55:00-04:00,547.7100219726562,546.5900268554688,546.9500122070312,70.8309125787274,65.71591093560602,81.06091586497018,0,9992.623047989227,0.0,9992.623047989227
