Datetime,High,Low,Close,%K,%D,%J
2024-06-20 09:30:00-04:00,549.47998046875,548.8099975585938,549.2949829101562,50.0,50.0,50.0
2024-06-20 09:40:00-04:00,550.1199951171875,549.2000122070312,550.010009765625,63.868051996459016,54.62268399881967,82.3587879917377
2024-06-20 09:50:00-04:00,550.0599975585938,549.4500122070312,549.6099853515625,62.934662752954694,57.39334358353134,74.0173010918014
2024-06-20 10:00:00-04:00,549.8200073242188,549.0999755859375,549.1099853515625,49.589733236008215,54.792140134356956,39.18491943931073
2024-06-20 10:10:00-04:00,549.219970703125,548.4000244140625,548.4600219726562,34.222585346361754,47.93562187169188,6.796512295701504
2024-06-20 10:20:00-04:00,549.1950073242188,548.405029296875,549.0750122070312,35.89643849208598,43.922560745156574,19.844193985944784
2024-06-20 10:30:00-04:00,549.3900146484375,548.8699951171875,549.1300048828125,38.078108273172056,41.97440992116174,30.285504977192687
2024-06-20 10:40:00-04:00,549.1400146484375,548.6699829101562,548.7150268554688,31.49020797582182,38.479675939381764,17.51127204870194
2024-06-20 10:50:00-04:00,549.27001953125,548.7100219726562,549.22998046875,37.07816562002978,38.0125058329311,35.20948519422714
2024-06-20 11:00:00-04:00,549.530029296875,549.10009765625,549.4000244140625,44.09895214507782,40.04132127031333,52.214213894606786
2024-06-20 11:10:00-04:00,549.4199829101562,548.97998046875,549.0578002929688,42.6078661001748,40.89683621360049,46.029925873323435
2024-06-20 11:20:00-04:00,549.05908203125,548.6900024414062,548.8099975585938,38.02914262685197,39.94093835135098,34.20555117785395
2024-06-20 11:30:00-04:00,549.0792236328125,548.7000122070312,548.8300170898438,38.03685667039492,39.30624445769895,35.49808109578686
2024-06-20 11:40:00-04:00,549.1199951171875,548.3200073242188,548.3399047851562,25.906033913092195,34.83950760949669,8.039086520283206
2024-06-20 11:50:00-04:00,548.7999877929688,548.3300170898438,548.3599853515625,18.37199234391098,29.350335854301452,-3.5846946768699652
2024-06-20 12:00:00-04:00,548.6199951171875,548.280029296875,548.3900146484375,15.180937604273986,24.627203104292295,-3.711593395762634
2024-06-20 12:10:00-04:00,548.6599731445312,548.3099975585938,548.3292236328125,11.432474027849324,20.228960078811305,-6.1604980740746385
2024-06-20 12:20:00-04:00,548.3800048828125,546.9401245117188,546.9600219726562,7.877739344751025,16.11188650079121,-8.590554967329346
2024-06-20 12:30:00-04:00,546.989990234375,545.989990234375,546.510009765625,10.305476780575159,14.176416594052526,2.5635971536204245
2024-06-20 12:40:00-04:00,547.4000244140625,546.510009765625,547.2050170898438,19.80988079327971,16.05423799379492,27.32116639224929
2024-06-20 12:50:00-04:00,547.7050170898438,546.9301147460938,547.280029296875,26.945000933933542,19.68449230717446,41.46601818745171
2024-06-20 13:00:00-04:00,547.27001953125,545.739990234375,545.9000244140625,19.541578023997154,19.636854212782023,19.351025646427416
2024-06-20 13:10:00-04:00,546.9400024414062,545.8800048828125,546.6201171875,22.61516590848838,20.629624778017472,26.586248169430192
2024-06-20 13:20:00-04:00,546.6300048828125,545.8099975585938,546.02001953125,18.273477452784466,19.844242336273133,15.131947685807134
2024-06-20 13:30:00-04:00,546.4400024414062,545.1799926757812,545.5,15.24753976016041,18.31200814423556,9.118602992010118
2024-06-20 13:40:00-04:00,546.6699829101562,545.510009765625,546.4500122070312,23.394346158111606,20.006120815527574,30.170796843279675
2024-06-20 13:50:00-04:00,547.0499877929688,546.260009765625,547.02001953125,39.88677947886677,26.633007036640638,66.39432436331904
2024-06-20 14:00:00-04:00,547.9400024414062,546.9500122070312,547.760009765625,57.75070275739872,37.00557227689333,99.24096371840949
2024-06-20 14:10:00-04:00,547.9000244140625,547.3699951171875,547.77001953125,69.78087540453443,47.93067331944036,113.48127957472258
2024-06-20 14:20:00-04:00,548.1400756835938,547.4550170898438,548.0549926757812,78.89580182508021,58.25238282132031,120.18263983260002
2024-06-20 14:30:00-04:00,548.1900024414062,547.2100219726562,547.4385986328125,77.60936765357633,64.70471109873898,103.41868076325102
2024-06-20 14:40:00-04:00,547.719970703125,547.27001953125,547.530029296875,77.76426278427245,69.0578949939168,95.17699836498375
2024-06-20 14:50:00-04:00,547.6400146484375,547.1500244140625,547.1799926757812,73.9911642397218,70.70231807585179,80.56885656746181
2024-06-20 15:00:00-04:00,547.2999877929688,546.1599731445312,546.6699829101562,63.75500892910253,68.3865483602687,54.49193006677018
2024-06-20 15:10:00-04:00,546.989990234375,546.469970703125,546.510009765625,48.25098410466928,61.67469360840222,21.403565097203398
2024-06-20 15:20:00-04:00,547.1898803710938,545.77001953125,547.1500244140625,51.1757886918717,58.17505863622538,37.177248803164346
2024-06-20 15:30:00-04:00,547.5399780273438,546.5800170898438,546.8049926757812,48.37312157253265,54.90774628166113,35.303872154275695
2024-06-20 15:40:00-04:00,547.5399780273438,546.7899780273438,547.0150146484375,49.39756189276479,53.07101815202901,42.05064937423634
2024-06-20 15:50:00-04:00,547.760009765625,546.5900268554688,546.9500122070312,49.18516535072311,51.775733884927035,44.00402828231526
